"MUN","AGEB","NOM_LOC","POBTOT","TVIVPARHAB"
"104","0745","Total AGEB urbana",2013,"691"
"104","075A","Total AGEB urbana",2670,"901"
"104","0764","Total AGEB urbana",1175,"390"
"104","0798","Total AGEB urbana",3110,"1084"
"104","0800","Total AGEB urbana",5700,"1811"
"104","0815","Total AGEB urbana",2779,"979"
"104","082A","Total AGEB urbana",2632,"858"
"104","0834","Total AGEB urbana",1856,"549"
"104","0849","Total AGEB urbana",2236,"791"
"104","0853","Total AGEB urbana",2493,"822"
"104","0868","Total AGEB urbana",2115,"665"
"104","0872","Total AGEB urbana",1629,"614"
"104","0891","Total AGEB urbana",1971,"664"
"104","0904","Total AGEB urbana",2563,"772"
"104","0919","Total AGEB urbana",3299,"1014"
"104","0923","Total AGEB urbana",2616,"731"
"104","0938","Total AGEB urbana",2039,"564"
"104","0942","Total AGEB urbana",2951,"988"
"104","0957","Total AGEB urbana",2971,"980"
"104","0961","Total AGEB urbana",6564,"2054"
"104","0976","Total AGEB urbana",2677,"866"
"104","0995","Total AGEB urbana",2442,"740"
"104","100A","Total AGEB urbana",2216,"686"
"104","1014","Total AGEB urbana",4304,"1277"
"104","1029","Total AGEB urbana",3653,"1104"
"104","1033","Total AGEB urbana",2622,"792"
"104","1048","Total AGEB urbana",3254,"892"
"104","1052","Total AGEB urbana",1776,"533"
"104","1067","Total AGEB urbana",4753,"1440"
"104","1071","Total AGEB urbana",6788,"1962"
"104","1103","Total AGEB urbana",6757,"2059"
"104","1118","Total AGEB urbana",3695,"1254"
"104","1122","Total AGEB urbana",2137,"725"
"104","1137","Total AGEB urbana",2852,"892"
"104","1141","Total AGEB urbana",3487,"1036"
"104","1156","Total AGEB urbana",5656,"1477"
"104","1160","Total AGEB urbana",4883,"1528"
"104","1175","Total AGEB urbana",3606,"1134"
"104","118A","Total AGEB urbana",1830,"459"
"104","1194","Total AGEB urbana",2653,"709"
"104","1207","Total AGEB urbana",2679,"739"
"104","1211","Total AGEB urbana",2454,"686"
"104","1226","Total AGEB urbana",4106,"1315"
"104","1230","Total AGEB urbana",3270,"1155"
"104","1245","Total AGEB urbana",4659,"1548"
"104","125A","Total AGEB urbana",4127,"1371"
"104","1264","Total AGEB urbana",3191,"1092"
"104","1279","Total AGEB urbana",3391,"794"
"104","1283","Total AGEB urbana",6311,"1677"
"104","1298","Total AGEB urbana",3058,"974"
"104","1300","Total AGEB urbana",4346,"1539"
"104","1315","Total AGEB urbana",3148,"1230"
"104","132A","Total AGEB urbana",2650,"1099"
"104","1334","Total AGEB urbana",3601,"911"
"104","1349","Total AGEB urbana",2813,"806"
"104","1353","Total AGEB urbana",4159,"1389"
"104","1368","Total AGEB urbana",4502,"1725"
"104","1372","Total AGEB urbana",5666,"1912"
"104","1387","Total AGEB urbana",4296,"1499"
"104","1391","Total AGEB urbana",2027,"613"
"104","1419","Total AGEB urbana",7287,"2060"
"104","1423","Total AGEB urbana",5606,"1641"
"104","1442","Total AGEB urbana",6210,"1773"
"104","1495","Total AGEB urbana",4356,"1588"
"104","1508","Total AGEB urbana",7476,"2083"
"104","1527","Total AGEB urbana",4272,"1218"
"104","1546","Total AGEB urbana",4981,"1216"
"104","1565","Total AGEB urbana",5190,"1723"
"104","157A","Total AGEB urbana",649,"211"
"104","1584","Total AGEB urbana",6667,"1943"
"104","1616","Total AGEB urbana",3174,"852"
"104","1620","Total AGEB urbana",2553,"832"
"104","164A","Total AGEB urbana",2532,"736"
"104","1654","Total AGEB urbana",4336,"1159"
"104","1669","Total AGEB urbana",2440,"630"
"104","1673","Total AGEB urbana",4853,"1199"
"104","1688","Total AGEB urbana",2554,"822"
"104","1692","Total AGEB urbana",185,"49"
"104","1705","Total AGEB urbana",2494,"691"
"104","171A","Total AGEB urbana",1247,"322"
"104","1724","Total AGEB urbana",455,"107"
"104","1743","Total AGEB urbana",1470,"527"
"104","1758","Total AGEB urbana",2516,"927"
"104","1777","Total AGEB urbana",11783,"3739"
"104","1781","Total AGEB urbana",3468,"1055"
"104","1796","Total AGEB urbana",4944,"1188"
"104","1809","Total AGEB urbana",6699,"2013"
"104","1813","Total AGEB urbana",4222,"1246"
"104","1828","Total AGEB urbana",2200,"660"
"104","1832","Total AGEB urbana",1391,"555"
"104","1847","Total AGEB urbana",1469,"518"
"104","1851","Total AGEB urbana",2748,"833"
"104","1866","Total AGEB urbana",3080,"932"
"104","1870","Total AGEB urbana",284,"78"
"104","1885","Total AGEB urbana",3609,"1327"
"104","189A","Total AGEB urbana",4009,"1256"
"104","1902","Total AGEB urbana",5083,"1365"
"104","1917","Total AGEB urbana",6910,"1850"
"104","1921","Total AGEB urbana",5110,"1390"
"104","1936","Total AGEB urbana",3685,"1163"
"104","1940","Total AGEB urbana",3555,"1030"
"104","1955","Total AGEB urbana",4292,"1179"
"104","196A","Total AGEB urbana",2745,"737"
"104","1974","Total AGEB urbana",1452,"463"
"104","1989","Total AGEB urbana",1622,"522"
"104","1993","Total AGEB urbana",4542,"1227"
"104","2008","Total AGEB urbana",3935,"1110"
"104","2012","Total AGEB urbana",2965,"862"
"104","2027","Total AGEB urbana",3012,"894"
"104","2031","Total AGEB urbana",2755,"854"
"104","2046","Total AGEB urbana",6395,"1780"
"104","2050","Total AGEB urbana",5084,"1223"
"104","2065","Total AGEB urbana",5759,"1534"
"104","207A","Total AGEB urbana",3564,"898"
"104","2084","Total AGEB urbana",3946,"1113"
"104","2099","Total AGEB urbana",3642,"1010"
"104","2101","Total AGEB urbana",3126,"858"
"104","2116","Total AGEB urbana",2452,"745"
"104","2120","Total AGEB urbana",1390,"360"
"104","2135","Total AGEB urbana",0,"0"
"104","214A","Total AGEB urbana",0,"0"
"104","2154","Total AGEB urbana",3730,"1088"
"104","2169","Total AGEB urbana",3172,"871"
"104","2173","Total AGEB urbana",4179,"1178"
"104","2188","Total AGEB urbana",2829,"871"
"104","2192","Total AGEB urbana",1458,"472"
"104","2205","Total AGEB urbana",1253,"338"
"104","221A","Total AGEB urbana",1669,"445"
"104","2224","Total AGEB urbana",1409,"383"
"104","2239","Total AGEB urbana",1148,"321"
"104","2243","Total AGEB urbana",1887,"582"
"104","2258","Total AGEB urbana",5308,"1499"
"104","2262","Total AGEB urbana",4189,"1188"
"104","2309","Total AGEB urbana",7,"*"
"104","2332","Total AGEB urbana",3430,"1325"
"104","2347","Total AGEB urbana",3279,"995"
"104","2351","Total AGEB urbana",2089,"520"
"104","2366","Total AGEB urbana",471,"134"
"104","2277","Total AGEB urbana",11660,"2976"
"104","2281","Total AGEB urbana",711,"182"
"104","2313","Total AGEB urbana",155,"40"
"104","2328","Total AGEB urbana",504,"126"
"105","0000","Total del municipio",31762,"8561"
"105","0117","Total AGEB urbana",595,"164"
"105","023A","Total AGEB urbana",1101,"318"
"105","0244","Total AGEB urbana",1402,"389"
"106","0000","Total del municipio",910608,"239734"
"106","0307","Total AGEB urbana",4263,"1288"
"106","0330","Total AGEB urbana",3278,"970"
"106","0345","Total AGEB urbana",3682,"1218"
"106","035A","Total AGEB urbana",4826,"1159"
"106","0379","Total AGEB urbana",6762,"1948"
"106","0383","Total AGEB urbana",1924,"563"
"106","0398","Total AGEB urbana",3406,"1093"
"106","0400","Total AGEB urbana",2306,"721"
"106","0415","Total AGEB urbana",2073,"697"
"106","042A","Total AGEB urbana",3404,"1078"
"106","0434","Total AGEB urbana",3199,"1117"
"106","0449","Total AGEB urbana",4413,"1554"
"106","0453","Total AGEB urbana",1529,"578"
"106","0468","Total AGEB urbana",3152,"1087"
"106","0472","Total AGEB urbana",733,"263"
"106","0487","Total AGEB urbana",3114,"1111"
"106","0491","Total AGEB urbana",3196,"1075"
"106","0504","Total AGEB urbana",3168,"1030"
"106","0519","Total AGEB urbana",1420,"509"
"106","0523","Total AGEB urbana",2551,"836"
"106","0538","Total AGEB urbana",1764,"586"
"106","0542","Total AGEB urbana",2231,"728"
"106","0557","Total AGEB urbana",3932,"1180"
"106","0561","Total AGEB urbana",4517,"1272"
"106","0576","Total AGEB urbana",3946,"1310"
"106","0580","Total AGEB urbana",1469,"507"
"106","0595","Total AGEB urbana",1254,"424"
"106","0608","Total AGEB urbana",2701,"831"
"106","0631","Total AGEB urbana",2056,"614"
"106","0646","Total AGEB urbana",5435,"1506"
"106","0769","Total AGEB urbana",1352,"453"
"106","0773","Total AGEB urbana",1338,"440"
"106","1023","Total AGEB urbana",2494,"757"
"106","1061","Total AGEB urbana",3738,"1166"
"106","1678","Total AGEB urbana",1059,"293"
"106","1682","Total AGEB urbana",350,"106"
"106","1697","Total AGEB urbana",1083,"372"
"106","1926","Total AGEB urbana",3261,"920"
"106","1930","Total AGEB urbana",3747,"1001"
"106","1945","Total AGEB urbana",3433,"916"
"106","195A","Total AGEB urbana",3821,"1061"
"106","1979","Total AGEB urbana",819,"214"
"106","1983","Total AGEB urbana",2698,"716"
"106","1998","Total AGEB urbana",6315,"1631"
"106","2017","Total AGEB urbana",3729,"954"
"106","2021","Total AGEB urbana",3557,"940"
"106","2036","Total AGEB urbana",2805,"821"
"106","2040","Total AGEB urbana",2887,"782"
"106","2055","Total AGEB urbana",5609,"1543"
"106","206A","Total AGEB urbana",2598,"661"
"106","2074","Total AGEB urbana",4315,"1146"
"106","2089","Total AGEB urbana",4011,"1215"
"106","2106","Total AGEB urbana",3841,"966"
"106","2110","Total AGEB urbana",2433,"721"
"106","2125","Total AGEB urbana",906,"269"
"106","213A","Total AGEB urbana",2219,"631"
"106","2144","Total AGEB urbana",2869,"816"
"106","2159","Total AGEB urbana",1880,"555"
"106","2214","Total AGEB urbana",4495,"1226"
"106","2411","Total AGEB urbana",0,"0"
"106","2426","Total AGEB urbana",1171,"346"
"106","2430","Total AGEB urbana",1134,"377"
"106","2445","Total AGEB urbana",2475,"692"
"106","2816","Total AGEB urbana",1400,"412"
"106","3104","Total AGEB urbana",4595,"1355"
"106","3195","Total AGEB urbana",1932,"511"
"106","3208","Total AGEB urbana",3047,"965"
"106","3212","Total AGEB urbana",2069,"630"
"106","3227","Total AGEB urbana",3059,"1045"
"106","3231","Total AGEB urbana",3575,"1414"
"106","3246","Total AGEB urbana",2130,"580"
"106","3320","Total AGEB urbana",3808,"893"
"106","3335","Total AGEB urbana",3297,"813"
"106","3354","Total AGEB urbana",5539,"1409"
"106","3369","Total AGEB urbana",2788,"690"
"106","3373","Total AGEB urbana",3487,"916"
"106","3388","Total AGEB urbana",3004,"844"
"106","487A","Total AGEB urbana",1694,"463"
"106","4884","Total AGEB urbana",4019,"950"
"106","4899","Total AGEB urbana",2700,"658"
"106","4901","Total AGEB urbana",5383,"1161"
"106","1748","Total AGEB urbana",3617,"850"
"106","1752","Total AGEB urbana",4638,"1145"
"106","2765","Total AGEB urbana",1141,"283"
"106","4812","Total AGEB urbana",1524,"397"
"106","4827","Total AGEB urbana",2273,"562"
"106","4831","Total AGEB urbana",2575,"654"
"106","4846","Total AGEB urbana",4592,"1203"
"106","4850","Total AGEB urbana",6297,"1590"
"106","4865","Total AGEB urbana",3442,"1160"
"106","5100","Total AGEB urbana",4721,"1092"
"106","1184","Total AGEB urbana",7820,"1858"
"106","2708","Total AGEB urbana",457,"126"
"106","3636","Total AGEB urbana",841,"230"
"106","2731","Total AGEB urbana",3558,"792"
"106","2746","Total AGEB urbana",5651,"1282"
"106","3655","Total AGEB urbana",5399,"1258"
"106","1767","Total AGEB urbana",5399,"1112"
"106","1771","Total AGEB urbana",7571,"1644"
"106","2407","Total AGEB urbana",1449,"303"
"106","2680","Total AGEB urbana",3761,"833"
"106","0241","Total AGEB urbana",5758,"1353"
"106","4916","Total AGEB urbana",0,"0"
"106","4920","Total AGEB urbana",4792,"1157"
"106","4935","Total AGEB urbana",2022,"514"
"106","494A","Total AGEB urbana",5950,"1347"
"106","4954","Total AGEB urbana",4693,"1209"
"106","4969","Total AGEB urbana",2757,"683"
"106","4973","Total AGEB urbana",2966,"819"
"106","4988","Total AGEB urbana",2729,"698"
"106","4992","Total AGEB urbana",1059,"304"
"106","2977","Total AGEB urbana",1544,"432"
"106","2981","Total AGEB urbana",2110,"528"
"106","3458","Total AGEB urbana",334,"88"
"106","4668","Total AGEB urbana",728,"175"
"106","4672","Total AGEB urbana",749,"181"
"106","4687","Total AGEB urbana",1471,"345"
"106","4691","Total AGEB urbana",2032,"454"
"106","4704","Total AGEB urbana",4845,"1059"
"106","4719","Total AGEB urbana",5443,"1213"
"106","4723","Total AGEB urbana",2115,"507"
"106","4738","Total AGEB urbana",3204,"692"
"106","4742","Total AGEB urbana",4969,"1095"
"106","4757","Total AGEB urbana",6396,"1384"
"106","4761","Total AGEB urbana",4670,"1068"
"106","4776","Total AGEB urbana",5698,"1293"
"106","2500","Total AGEB urbana",3943,"853"
"106","373A","Total AGEB urbana",2489,"553"
"106","3744","Total AGEB urbana",6949,"1545"
"106","131A","Total AGEB urbana",3726,"837"
"106","1786","Total AGEB urbana",4986,"1281"
"106","1790","Total AGEB urbana",3081,"823"
"106","2252","Total AGEB urbana",908,"234"
"106","302A","Total AGEB urbana",933,"257"
"106","3034","Total AGEB urbana",97,"28"
"106","3477","Total AGEB urbana",275,"77"
"106","4780","Total AGEB urbana",1141,"305"
"106","4795","Total AGEB urbana",825,"226"
"106","4808","Total AGEB urbana",1064,"288"
"106","5149","Total AGEB urbana",3206,"761"
"106","2178","Total AGEB urbana",7984,"1797"
"106","0294","Total AGEB urbana",5289,"1195"
"106","1574","Total AGEB urbana",1711,"427"
"106","2750","Total AGEB urbana",679,"146"
"106","2869","Total AGEB urbana",292,"83"
"106","2943","Total AGEB urbana",1424,"284"
"106","4102","Total AGEB urbana",3764,"929"
"106","4117","Total AGEB urbana",4884,"1297"
"106","4121","Total AGEB urbana",1595,"531"
"106","4136","Total AGEB urbana",2897,"793"
"106","4140","Total AGEB urbana",1297,"343"
"106","4155","Total AGEB urbana",2988,"869"
"106","416A","Total AGEB urbana",2873,"865"
"106","4174","Total AGEB urbana",4445,"1174"
"106","4189","Total AGEB urbana",5463,"1399"
"106","4193","Total AGEB urbana",426,"143"
"106","4206","Total AGEB urbana",4660,"1467"
"106","5011","Total AGEB urbana",3043,"708"
"106","5026","Total AGEB urbana",3207,"758"
"106","1339","Total AGEB urbana",2738,"687"
"106","1502","Total AGEB urbana",7525,"1712"
"106","2271","Total AGEB urbana",7455,"1658"
"106","2695","Total AGEB urbana",3892,"815"
"106","448A","Total AGEB urbana",3702,"1108"
"106","380A","Total AGEB urbana",1090,"340"
"106","3814","Total AGEB urbana",2857,"775"
"106","3829","Total AGEB urbana",2897,"765"
"106","3833","Total AGEB urbana",2179,"559"
"106","3848","Total AGEB urbana",2083,"553"
"106","3852","Total AGEB urbana",2395,"607"
"106","3867","Total AGEB urbana",1614,"553"
"106","3871","Total AGEB urbana",1533,"447"
"106","3886","Total AGEB urbana",2470,"764"
"106","3890","Total AGEB urbana",1361,"392"
"106","3903","Total AGEB urbana",2021,"479"
"106","2182","Total AGEB urbana",8406,"1901"
"106","1517","Total AGEB urbana",7578,"1669"
"106","1521","Total AGEB urbana",4327,"987"
"106","1589","Total AGEB urbana",3060,"670"
"106","1659","Total AGEB urbana",3208,"722"
"106","170A","Total AGEB urbana",2828,"636"
"106","2286","Total AGEB urbana",2469,"543"
"106","2394","Total AGEB urbana",161,"35"
"106","2712","Total AGEB urbana",8681,"1916"
"106","2727","Total AGEB urbana",8896,"2000"
"106","2892","Total AGEB urbana",609,"132"
"106","3918","Total AGEB urbana",1622,"371"
"106","3922","Total AGEB urbana",4493,"1028"
"106","1803","Total AGEB urbana",4878,"1202"
"106","2905","Total AGEB urbana",4441,"1154"
"106","3509","Total AGEB urbana",1083,"253"
"106","4598","Total AGEB urbana",4033,"964"
"106","4600","Total AGEB urbana",2811,"763"
"106","4615","Total AGEB urbana",5128,"1379"
"106","4210","Total AGEB urbana",2639,"676"
"106","4225","Total AGEB urbana",669,"179"
"106","423A","Total AGEB urbana",4347,"1228"
"106","4244","Total AGEB urbana",4956,"1195"
"106","4259","Total AGEB urbana",4454,"1162"
"106","4263","Total AGEB urbana",5089,"1241"
"106","4278","Total AGEB urbana",4979,"1244"
"106","4282","Total AGEB urbana",5956,"1424"
"106","3960","Total AGEB urbana",150,"36"
"106","3975","Total AGEB urbana",27,"5"
"106","398A","Total AGEB urbana",614,"159"
"106","3994","Total AGEB urbana",2020,"597"
"106","4009","Total AGEB urbana",1596,"470"
"106","4013","Total AGEB urbana",2635,"656"
"106","4028","Total AGEB urbana",2519,"664"
"106","4032","Total AGEB urbana",2605,"696"
"106","4047","Total AGEB urbana",1646,"565"
"106","2479","Total AGEB urbana",3822,"893"
"106","4297","Total AGEB urbana",4178,"950"
"106","430A","Total AGEB urbana",2789,"758"
"106","4314","Total AGEB urbana",1558,"446"
"106","4329","Total AGEB urbana",3737,"1309"
"106","4333","Total AGEB urbana",5907,"1417"
"106","4348","Total AGEB urbana",5047,"1491"
"106","4352","Total AGEB urbana",5957,"1890"
"106","4367","Total AGEB urbana",2516,"626"
"106","4051","Total AGEB urbana",1480,"393"
"106","4066","Total AGEB urbana",1062,"346"
"106","4070","Total AGEB urbana",2858,"806"
"106","4085","Total AGEB urbana",4557,"1345"
"106","409A","Total AGEB urbana",3589,"1031"
"106","3937","Total AGEB urbana",2819,"671"
"106","3941","Total AGEB urbana",2764,"671"
"106","3956","Total AGEB urbana",595,"179"
"106","1396","Total AGEB urbana",3687,"962"
"106","1837","Total AGEB urbana",6913,"1587"
"106","1841","Total AGEB urbana",6354,"1422"
"106","2267","Total AGEB urbana",5095,"1150"
"106","5007","Total AGEB urbana",1382,"307"
"106","2515","Total AGEB urbana",4215,"880"
"106","2197","Total AGEB urbana",6778,"1471"
"106","2483","Total AGEB urbana",7890,"1959"
"106","4653","Total AGEB urbana",2,"*"
"106","1451","Total AGEB urbana",3188,"747"
"106","1269","Total AGEB urbana",2577,"537"
"106","220A","Total AGEB urbana",6090,"1314"
"106","3621","Total AGEB urbana",640,"143"
"106","5115","Total AGEB urbana",2959,"1040"
"106","512A","Total AGEB urbana",1244,"404"
"106","3439","Total AGEB urbana",2545,"520"
"106","1288","Total AGEB urbana",3300,"762"
"106","5030","Total AGEB urbana",1766,"373"
"106","5045","Total AGEB urbana",868,"195"
"106","505A","Total AGEB urbana",4382,"936"
"106","5064","Total AGEB urbana",3090,"928"
"106","3778","Total AGEB urbana",4090,"1212"
"106","5079","Total AGEB urbana",3746,"1119"
"106","5134","Total AGEB urbana",4257,"1335"
"106","5083","Total AGEB urbana",3765,"1334"
"106","5098","Total AGEB urbana",1464,"513"
"106","4371","Total AGEB urbana",3160,"724"
"106","4386","Total AGEB urbana",791,"232"
"106","4390","Total AGEB urbana",983,"269"
"106","4403","Total AGEB urbana",3302,"957"
"106","4418","Total AGEB urbana",5316,"1258"
"106","4422","Total AGEB urbana",2230,"702"
"106","4437","Total AGEB urbana",1359,"450"
"106","4441","Total AGEB urbana",4909,"1514"
"106","4456","Total AGEB urbana",5767,"1816"
"106","4460","Total AGEB urbana",2626,"846"
"106","4475","Total AGEB urbana",1864,"503"
"106","4494","Total AGEB urbana",2568,"624"
"106","4507","Total AGEB urbana",6685,"2260"
"106","4511","Total AGEB urbana",1366,"455"
"106","4526","Total AGEB urbana",3347,"1032"
"106","4530","Total AGEB urbana",1186,"361"
"106","4545","Total AGEB urbana",2043,"655"
"106","455A","Total AGEB urbana",5889,"1748"
"106","4564","Total AGEB urbana",4354,"1410"
"106","4579","Total AGEB urbana",2758,"907"
"107","0000","Total del municipio",12912,"3602"
"107","0041","Total AGEB urbana",3082,"855"
"107","0056","Total AGEB urbana",3434,"972"
"107","0075","Total AGEB urbana",505,"146"
"108","0000","Total del municipio",157645,"42774"
"108","002A","Total AGEB urbana",4770,"1240"
"108","0034","Total AGEB urbana",3591,"873"
"108","0068","Total AGEB urbana",5898,"1527"
"108","0072","Total AGEB urbana",10424,"2513"
"108","0208","Total AGEB urbana",11292,"2699"
"108","0227","Total AGEB urbana",3241,"801"
"108","0231","Total AGEB urbana",3449,"828"
"108","0335","Total AGEB urbana",4797,"1347"
"108","034A","Total AGEB urbana",4473,"1200"
"108","0354","Total AGEB urbana",4073,"1021"
"108","0369","Total AGEB urbana",3470,"871"
"108","0392","Total AGEB urbana",3133,"828"
"108","0405","Total AGEB urbana",1696,"380"
"108","0424","Total AGEB urbana",1371,"361"
"108","0439","Total AGEB urbana",234,"56"
"108","0443","Total AGEB urbana",573,"152"
"108","0547","Total AGEB urbana",5050,"1253"
"108","0551","Total AGEB urbana",98,"21"
"108","0585","Total AGEB urbana",892,"237"
"108","0053","Total AGEB urbana",3560,"883"
"108","0091","Total AGEB urbana",1099,"298"
"108","0104","Total AGEB urbana",1297,"347"
"108","0119","Total AGEB urbana",1390,"359"
"108","0123","Total AGEB urbana",1267,"337"
"108","0138","Total AGEB urbana",1693,"451"
"108","0142","Total AGEB urbana",994,"286"
"108","0157","Total AGEB urbana",726,"196"
"108","0161","Total AGEB urbana",1215,"337"
"108","0176","Total AGEB urbana",636,"168"
"108","0180","Total AGEB urbana",1101,"311"
"108","0195","Total AGEB urbana",1892,"529"
"108","0373","Total AGEB urbana",15037,"4169"
"108","0458","Total AGEB urbana",6039,"1822"
"108","0462","Total AGEB urbana",8017,"2468"
"108","0477","Total AGEB urbana",3572,"1056"
"108","0528","Total AGEB urbana",1272,"371"
"108","0532","Total AGEB urbana",3699,"1060"
"108","0566","Total AGEB urbana",4968,"1514"
"108","0570","Total AGEB urbana",7013,"2066"
"108","0602","Total AGEB urbana",3190,"1074"
"108","0617","Total AGEB urbana",0,"0"
"108","059A","Total AGEB urbana",8667,"2726"
"109","0000","Total del municipio",516341,"145951"
"109","0065","Total AGEB urbana",1945,"501"
"109","007A","Total AGEB urbana",3661,"986"
"109","0084","Total AGEB urbana",4965,"1312"
"109","0101","Total AGEB urbana",3960,"1092"
"109","0116","Total AGEB urbana",3717,"970"
"109","0120","Total AGEB urbana",3236,"852"
"109","0347","Total AGEB urbana",1119,"262"
"109","0351","Total AGEB urbana",517,"119"
"109","0690","Total AGEB urbana",2000,"612"
"109","1805","Total AGEB urbana",5809,"1517"
"109","0031","Total AGEB urbana",4742,"1341"
"109","0050","Total AGEB urbana",5064,"1443"
"109","0455","Total AGEB urbana",2046,"555"
"109","046A","Total AGEB urbana",4188,"1183"
"109","0474","Total AGEB urbana",3030,"872"
"109","0489","Total AGEB urbana",1854,"587"
"109","0559","Total AGEB urbana",6657,"1766"
"109","0597","Total AGEB urbana",3990,"1023"
"109","0614","Total AGEB urbana",2431,"664"
"109","0633","Total AGEB urbana",1079,"299"
"109","0648","Total AGEB urbana",4650,"1167"
"109","0703","Total AGEB urbana",4039,"989"
"109","0722","Total AGEB urbana",2957,"768"
"109","0737","Total AGEB urbana",4251,"1126"
"109","0741","Total AGEB urbana",4282,"1093"
"109","0756","Total AGEB urbana",5678,"1542"
"109","0760","Total AGEB urbana",4097,"1042"
"109","0775","Total AGEB urbana",4242,"1061"
"109","078A","Total AGEB urbana",3718,"879"
"109","0794","Total AGEB urbana",4041,"1045"
"109","0807","Total AGEB urbana",4497,"1339"
"109","0811","Total AGEB urbana",4263,"1225"
"109","0826","Total AGEB urbana",6090,"1594"
"109","0845","Total AGEB urbana",4009,"937"
"109","085A","Total AGEB urbana",4197,"1162"
"109","0953","Total AGEB urbana",4176,"1101"
"109","0968","Total AGEB urbana",3311,"860"
"109","1044","Total AGEB urbana",3173,"907"
"109","1059","Total AGEB urbana",6789,"1987"
"109","1082","Total AGEB urbana",3233,"800"
"109","1256","Total AGEB urbana",2698,"697"
"109","1260","Total AGEB urbana",4356,"1193"
"109","1275","Total AGEB urbana",5624,"1467"
"109","128A","Total AGEB urbana",6588,"1599"
"109","135A","Total AGEB urbana",1568,"378"
"109","1364","Total AGEB urbana",350,"95"
"109","1400","Total AGEB urbana",4350,"1143"
"109","1415","Total AGEB urbana",156,"42"
"109","142A","Total AGEB urbana",797,"213"
"109","1538","Total AGEB urbana",4245,"1164"
"109","1542","Total AGEB urbana",5074,"1267"
"109","1557","Total AGEB urbana",3616,"952"
"109","1561","Total AGEB urbana",6531,"1879"
"109","1576","Total AGEB urbana",3278,"818"
"109","1580","Total AGEB urbana",5920,"1787"
"109","1595","Total AGEB urbana",6397,"1890"
"109","1608","Total AGEB urbana",7350,"2212"
"109","1612","Total AGEB urbana",3312,"924"
"109","1627","Total AGEB urbana",1859,"533"
"109","1631","Total AGEB urbana",4668,"1248"
"109","1646","Total AGEB urbana",2547,"603"
"109","1716","Total AGEB urbana",7333,"1969"
"109","1720","Total AGEB urbana",3779,"1143"
"109","1735","Total AGEB urbana",679,"174"
"109","174A","Total AGEB urbana",2246,"615"
"109","1754","Total AGEB urbana",56,"12"
"109","1769","Total AGEB urbana",299,"80"
"109","1773","Total AGEB urbana",7,"*"
"109","2042","Total AGEB urbana",319,"84"
"109","1487","Total AGEB urbana",2778,"719"
"109","0027","Total AGEB urbana",7306,"1875"
"109","0135","Total AGEB urbana",3220,"924"
"109","014A","Total AGEB urbana",5080,"1446"
"109","0173","Total AGEB urbana",4150,"1345"
"109","0188","Total AGEB urbana",6526,"1956"
"109","021A","Total AGEB urbana",13190,"3815"
"109","0224","Total AGEB urbana",10705,"2898"
"109","0243","Total AGEB urbana",5043,"1646"
"109","0281","Total AGEB urbana",5510,"1583"
"109","0328","Total AGEB urbana",2154,"628"
"109","0686","Total AGEB urbana",1733,"503"
"109","0883","Total AGEB urbana",4380,"1431"
"109","0898","Total AGEB urbana",2380,"808"
"109","0900","Total AGEB urbana",3516,"1044"
"109","0915","Total AGEB urbana",5187,"1551"
"109","092A","Total AGEB urbana",3051,"983"
"109","0934","Total AGEB urbana",2200,"676"
"109","0949","Total AGEB urbana",3991,"1196"
"109","1006","Total AGEB urbana",4648,"1480"
"109","1025","Total AGEB urbana",4862,"1531"
"109","103A","Total AGEB urbana",2043,"735"
"109","1129","Total AGEB urbana",3532,"1037"
"109","1133","Total AGEB urbana",2089,"617"
"109","1148","Total AGEB urbana",1213,"361"
"109","1152","Total AGEB urbana",1247,"354"
"109","1167","Total AGEB urbana",982,"287"
"109","1171","Total AGEB urbana",3614,"1137"
"109","1186","Total AGEB urbana",3644,"1188"
"109","1190","Total AGEB urbana",1007,"293"
"109","1203","Total AGEB urbana",3063,"900"
"109","1218","Total AGEB urbana",1492,"416"
"109","1222","Total AGEB urbana",1560,"487"
"109","1294","Total AGEB urbana",3411,"990"
"109","1307","Total AGEB urbana",2857,"872"
"109","1650","Total AGEB urbana",4866,"1422"
"109","1665","Total AGEB urbana",7345,"2213"
"109","167A","Total AGEB urbana",2504,"738"
"109","1684","Total AGEB urbana",3311,"1005"
"109","1699","Total AGEB urbana",2965,"981"
"109","1701","Total AGEB urbana",1852,"591"
"109","1788","Total AGEB urbana",838,"210"
"109","181A","Total AGEB urbana",3731,"1059"
"109","0582","Total AGEB urbana",8320,"2214"
"109","060A","Total AGEB urbana",1243,"438"
"109","0667","Total AGEB urbana",10806,"2949"
"109","0864","Total AGEB urbana",7665,"2554"
"109","0879","Total AGEB urbana",13257,"4162"
"109","1063","Total AGEB urbana",1980,"588"
"109","1097","Total AGEB urbana",5587,"1637"
"109","110A","Total AGEB urbana",4262,"1278"
"109","1114","Total AGEB urbana",6073,"1763"
"109","1241","Total AGEB urbana",1763,"480"
"109","1379","Total AGEB urbana",489,"126"
"109","1434","Total AGEB urbana",2567,"703"
"109","1449","Total AGEB urbana",4901,"1507"
"109","1504","Total AGEB urbana",3069,"819"
"109","1519","Total AGEB urbana",2969,"907"
"109","1523","Total AGEB urbana",4083,"1253"
"109","1824","Total AGEB urbana",3240,"1039"
"109","1311","Total AGEB urbana",5732,"1606"
